UID,SEG,translation,profanity
METALW-037844-0009,perfecto. Envíame un recordatorio en 25 minutos,perfect. Send me a reminder in 25 minutes,None
METALW-037844-0010,Bien. Te lo enviaré.,Not bad. I'll send it to you.,None
METALW-037845-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037845-0001,Quiero pedir una pizza grande,I want to order a big pizza,None
METALW-037845-0002,Qué tipo de corteza,What kind of bark,None
METALW-037845-0003,Corteza cursi por favor,Cheesy bark please,None
METALW-037845-0004,¿Qué ingredientes?,What ingredients?,None
METALW-037845-0005,¿Tienes pepperoni?,Do you have pepperoni?,None
METALW-037845-0006,Siento que Pepperoni no esté disponible. ¿Te gustaría algo más en su lugar,I'm sorry Pepperoni isn't available. Would you like something else instead,None
METALW-037845-0007,¿Tienes salchichas?,Do you have sausages?,None
METALW-037845-0008,"Sí, tenemos salchichas. Algo más","Yes, we have sausages. Anything else",None
METALW-037845-0009,"No, gracias. ¿Cuál es el total?",No thanks. What's the total?,None
METALW-037845-0010,La corteza cursi grande con salchicha es de $19.99,The big cheesy crust with sausage is $19.99,None
METALW-037845-0011,"Bien, pagaré cuando lo recoja","Well, I'll pay when I pick it up.",None
METALW-037845-0012,Nos vemos entonces,See you then,None
METALW-037846-0000,Hola. ¿Cómo puedo servir?,Hello. How can I serve?,None
METALW-037846-0001,"Hola, me gustaría hacer un pedido de pizza para llevar para esta noche","Hi, I'd like to place a takeaway pizza order for tonight.",None
METALW-037846-0002,Bien. ¿Qué pizza te gustaría pedir?,Not bad. What pizza would you like to order?,None
METALW-037846-0003,"Me gustaría una pizza de champiñones grande, una pizza grande de pepperoni, y una pequeña pizza de tocino con queso extra","I'd like a big mushroom pizza, a big pepperoni pizza, and a little bacon pizza with extra cheese",None
METALW-037846-0004,Comprobando si están disponibles. Se han añadido a su pedido.,Checking if they are available. They have been added to your order.,None
METALW-037846-0005,"Genial, ¿cuándo puedo recogerlos?","Great, when can I pick them up?",None
METALW-037846-0006,Tomará unos 15 minutos cocinar su pizza y 20 minutos para que se entregue.,It will take about 15 minutes to cook your pizza and 20 minutes for it to deliver.,None
METALW-037846-0007,"Suena bien, ¿ya tienes mi número de tarjeta de crédito?","Sounds good, you got my credit card number yet?",None
METALW-037846-0008,comprobación. Su número de tarjeta de crédito no está en nuestro sistema.,check. Your credit card number is not in our system.,None
METALW-037846-0009,"Ok, pagaré con efectivo cuando se entregue","Okay, I'll pay with cash when it's delivered.",None
METALW-037846-0010,nombrado. Su pedido ha sido finalizado y ahora está cocinando.,noted. Your order has been finalized and is now cooking.,None
METALW-037846-0011,"¡Genial, gracias!","Great, thank you!",None
METALW-037847-0000,"Hola, ¿en qué puedo ayudarle? Hola, PizzaBot check-in!","Hi, how can I help you? Hello, PizzaBot check-in!",None
METALW-037847-0001,"Hola, me gustaría pedir una pizza gigante","Hi, I'd like to order a giant pizza",None
METALW-037847-0002,"Ok, puedo preparar eso para ti. ¿Algún toppings para ti hoy?","Okay, I can make that for you. Any toppings for you today?",None
METALW-037847-0003,"Sí, pepperoni, champiñones y papas fritas de chocolate","Yes, pepperoni, mushrooms and chocolate fries",None
METALW-037847-0004,"Comprobando eso, por favor espere... Desafortunadamente, la ubicación que has elegido no tiene la siguiente opción disponible como cobertura: chips de chocolate.","Checking that, please wait... Unfortunately, the location you've chosen doesn't have the following option available as coverage: chocolate chips.",None
METALW-037847-0005,¿Tienes salchichas?,Do you have sausages?,None
METALW-037847-0006,Comprobando eso... ¡sí! Salchicha está disponible como cobertura,Checking that... yes! Sausage is available as topping,None
METALW-037847-0007,bien quiero una pizza gigante con esos tres ingredientes por favor,well I want a giant pizza with those three ingredients please,None
METALW-037847-0008,"Suena bien, he añadido una pizza gigante con pepperoni, champiñones y salchichas a su pedido. ¿Hay algo más para tu pedido hoy?","Sounds good, I've added a giant pizza with pepperoni, mushrooms and sausages to your order. Is there anything else for your order today?",None
METALW-037847-0009,¿Cuánto será?,How much will it be?,None
METALW-037847-0010,Su total es de $14.95,His total is $14.95,None
METALW-037847-0011,"Bien, aquí hay 1 bitcoin. Quédate con el cambio.","Well, here's 1 bitcoin. Keep the change.",None
METALW-037847-0012,"¡Gracias, tendremos tu pizza lista en 20 minutos!","Thanks, we'll have your pizza ready in 20 minutes!",None
METALW-037847-0013,gracias,Thank you,None
METALW-037847-0014,Gracias por usar PizzaBot,Thank you for using PizzaBot,None
METALW-037848-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037848-0001,"Oye, necesito preguntar por una cobertura de pizza.","Hey, I need to ask about a pizza cover.",None
METALW-037848-0002,¿Qué cobertura de pizza?,What pizza cover?,None
METALW-037848-0003,Necesito saber si las anchoas están disponibles para tus pizzas.,I need to know if anchovies are available for your pizzas.,None
METALW-037848-0004,Las anchoas no están disponibles actualmente. arrepentido.,Anchovies are not currently available. repentant.,None
METALW-037848-0005,zurcir. Bien. ¿Qué tal piña?,mend. Not bad. How about pineapple?,None
METALW-037848-0006,Todos nos hemos quedo sin piña en este momento.,We've all been out of pineapple right now.,None
METALW-037848-0007,Dang. Muy bien. Gracias de todos modos.,Dang. Very well. Thanks anyway.,None
METALW-037848-0008,No hay problema. ¿Eso será todo?,No problem. Is that all?,None
METALW-037848-0009,Eso es todo. gracias.,That's all. Thank you.,None
METALW-037848-0010,¡Que tengas un buen día!,Have a nice day!,None
METALW-037849-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037849-0001,Necesito una pizza,I need a pizza.,None
METALW-037849-0002,¿Qué tipo de pizza te gustaría pedir?,What kind of pizza would you like to order?,None
METALW-037849-0003,Pizza con aceitunas de champiñones y queso extra,Pizza with mushroom olives and extra cheese,None
METALW-037849-0004,"Lo siento, pero nos hemos quedo sin aceitunas. ¿Quieres algo diferente?","I'm sorry, but we're out of olives. You want something different?",None
METALW-037849-0005,pollo,chicken,None
METALW-037849-0006,"¿Una pizza con muhsrooms, pollo y queso extra?","A pizza with muhsrooms, chicken and extra cheese?",None
METALW-037849-0007,"Sí, gracias","Yes, thanks",None
METALW-037849-0008,Su pedido ha sido creado.,Your order has been created.,None
METALW-037849-0009,muchas gracias,Thanks a lot,None
METALW-037849-0010,Eres wekcome. ¡Nos vemos luego!,You're wekcome. See you later!,None
METALW-037850-0000,"Hola, ¿en qué puedo ayudarle? Hola","Hi, how can I help you? Hello",None
METALW-037850-0001,Me gustaría pedir tres pizzas por favor,I'd like to order three pizzas please,None
METALW-037850-0002,De acuerdo. qué tamaño pizzas,I agree. what a pizza size,None
METALW-037850-0003,Pequeño medio grande,Small half-large,None
METALW-037850-0004,lo que encabeza,what leads,None
METALW-037850-0005,Pequeño queso mediano jamón tocino piña grandes amantes de la carne,Small medium cheese ham bacon pineapple great meat lovers,None
METALW-037850-0006,desde donde,from where,None
METALW-037850-0007,De Fun House Pizza,From Fun House Pizza,None
METALW-037850-0008,¿Quieres que haga el pedido,Do you want me to place the order,None
METALW-037850-0009,Sí,Yes,None
METALW-037850-0010,orden de colocación,order of placement,None
METALW-037851-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037851-0001,Estoy buscando hacer una orden para el almuerzo.,I'm looking to make a lunch order.,None
METALW-037851-0002,"Muy bien, puedo ayudar con su pedido de pizza si usted está interesado!","All right, I can help with your pizza order if you're interested!",None
METALW-037851-0003,¿Puedo obtener los 3 lugares más cercanos?,Can I get the 3 places closest?,None
METALW-037851-0004,"Sí. Las ubicaciones más cercanas a su dirección actual son 12 Baker St., 13 Road St., y 14 Chestnut Ln.","Yes. The nearest locations to your current address are 12 Baker St., 13 Road St., and 14 Chestnut Ln.",None
METALW-037851-0005,Orden de 12 Baker St,Order of 12 Baker St,None
METALW-037851-0006,"Muy bien, empezando tu orden. ¿Qué te gustaría añadir?","All right, starting your order. What would you like to add?",None
METALW-037851-0007,Dame 3 pizzas grandes de pepperoni.,Give me 3 big pepperoni pizzas.,None
METALW-037851-0008,He añadido 3 pizzas grandes con pepperoni a tu pedido. ¿Algo más?,I have added 3 large pizzas with pepperoni to your order. Anything else?,None
METALW-037851-0009,Añade 2 litros de coca y eso es todo.,Add 2 litres of coke and that's it.,None
METALW-037851-0010,"Ok, he añadido una Coca-Cola 2 L a tu pedido. Su total es de $20.99.","Okay, I added a Coke 2 L to your order. His total is $20.99.",None
METALW-037851-0011,¿Cuánto tiempo?,How long?,None
METALW-037851-0012,30 minutos hasta que su pedido esté listo,30 minutes until your order is ready,None
METALW-037851-0013,perfecto,perfect,None
METALW-037852-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037852-0001,Me gustaría pedir una pizza para el desayuno,I'd like to order a pizza for breakfast,None
METALW-037852-0002,Claro. ¿Te gustaría grande o mediano?,Of course. Would you like big or medium?,None
METALW-037852-0003,grande,big,None
METALW-037852-0004,¿Y qué te gustaría en tu pizza?,And what would you like on your pizza?,None
METALW-037852-0005,¿Tienes tocino?,Do you have bacon?,None
METALW-037852-0006,Siento que nos hayamos quedo sin tocino.,I'm sorry we ran out of bacon.,None
METALW-037852-0007,¿Tienes huevos?,Do you have any eggs?,None
METALW-037852-0008,No tenemos huevos.,We don't have any eggs.,None
METALW-037852-0009,Ok voy a ir setas,Okay I'm going to go mushrooms,None
METALW-037852-0010,Muy bien pizza de champiñones grande se ha pedido.,All right big mushroom pizza has been ordered.,None
METALW-037853-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037853-0001,Tengo una pregunta de pizza,I have a pizza question,None
METALW-037853-0002,"Sí, puedo ayudarte con tu pregunta de pizza.","Yes, I can help you with your pizza question.",None
METALW-037853-0003,¿Ofrecen agua como cobertura de pizza?,Do you offer water as a pizza cover?,None
METALW-037853-0004,"En cierto modo, ya que el agua está en los alimentos. ¿Tienes una cobertura específica que quieres?","In a way, since the water is in the food. Do you have specific coverage you want?",None
METALW-037853-0005,Agua en la pizza,Water in pizza,None
METALW-037853-0006,No podemos verter agua en una pizza.,We can't pour water into a pizza.,None
METALW-037853-0007,"Bien, :( ¿qué tal anchoas","Well, :( how about anchovies",None
METALW-037853-0008,"Podemos agregarlos, pero son asquerosos, honestamente.","We can add them, but they're disgusting, honestly.",None
METALW-037853-0009,"Bien, quiero todas las anchoas que tienes en una sola pizza, por favor.","Well, I want all the anchovies you have in one pizza, please.",None
METALW-037853-0010,"Ok, $100 sin embargo. ¡ordenado!","Okay, $100 though. tidy!",None
METALW-037854-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037854-0001,Necesito ayuda para pedir una pizza,I need help ordering a pizza,None
METALW-037854-0002,¡Bien! ¿Qué tipo de pizza te gustaría?,Not bad! What kind of pizza would you like?,None
METALW-037854-0003,cebolla. Pimienta y jamón,onion. Pepper and ham,None
METALW-037854-0004,Nos hemos quedo sin cebolla. ¿Te gustaría pedir un jamón y pimienta?,We're out of onions. Would you like to order a ham and pepper?,None
METALW-037854-0005,"Sí, eso estará bien","Yes, that'll be fine.",None
METALW-037854-0006,"Bien, ¿quieres pequeño, mediano o grande?","Well, do you want small, medium or big?",None
METALW-037854-0007,Medio,middle,None
METALW-037854-0008,¿Y querías algún lado o bebida con eso?,And you wanted somewhere or drink with that?,None
METALW-037854-0009,"No, gracias",No thanks,None
METALW-037854-0010,¡De acuerdo! Su pedido ha sido realizado y será entregado en unos 20 minutos.,I agree! Your order has been placed and will be delivered in about 20 minutes.,None
METALW-037855-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037855-0001,Quiero pedir tres pizzas grandes diferentes,I want to order three different big pizzas,None
METALW-037855-0002,¿Qué ingredientes te gustaría en la primera pizza?,What ingredients would you like on the first pizza?,None
METALW-037855-0003,Quiero uno cuadrado con pepperoni,I want a square one with pepperoni,None
METALW-037855-0004,¿Y la segunda pizza?,What about the second pizza?,None
METALW-037855-0005,Quiero uno morado con aceitunas,I want a purple one with olives,None
METALW-037855-0006,¿Y la tercera pizza?,What about the third pizza?,None
METALW-037855-0007,Quiero una pizza triangular con rosquillas,I want a triangular pizza with doughnuts,None
METALW-037855-0008,¿Entrega o entrega?,Delivery or delivery?,None
METALW-037855-0009,Lo recogeré,I'll pick it up.,None
METALW-037855-0010,No hay problema. Sus pizzas estarán listas en 30 minutos.,No problem. Your pizzas will be ready in 30 minutes.,None
METALW-037855-0011,gracias,Thank you,None
METALW-037856-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037856-0001,Me gustaría saber acerca de una cobertura de pizza,I'd like to know about a pizza topping,None
METALW-037856-0002,¿Qué coberturas de pizza quieres?,What pizza toppings do you want?,None
METALW-037856-0003,Setas está disponible,Mushrooms is available,None
METALW-037856-0004,Las setas no están disponibles,Mushrooms are not available,None
METALW-037856-0005,¿Qué tal pollo a la parrilla?,How about grilled chicken?,None
METALW-037856-0006,El pollo a la parrilla tampoco está disponible.,Grilled chicken is also not available.,None
METALW-037856-0007,¿Algún queso cheddar?,Any cheddar cheese?,None
METALW-037856-0008,Queso Cheddar está disponible,Cheddar cheese is available,None
METALW-037856-0009,Muy bien gracias,"Very good, thank you",None
METALW-037856-0010,¿Algo más?,Anything else?,None
METALW-037856-0011,Eso es todo,That's all,None
METALW-037857-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037857-0001,hola me quiero algunas pizzas,hello I want some pizzas,None
METALW-037857-0002,¿cuántos pasteles necesitas?,How many cakes do you need?,None
METALW-037857-0003,vamos con 3,we go with 3,None
METALW-037857-0004,¿3 pizzas grandes?,3 big pizzas?,None
METALW-037857-0005,2 grandes y 1 medio por favor,2 large and 1 half please,None
METALW-037857-0006,De acuerdo. ¿Qué tal coberturas?,I agree. How about coverage?,None
METALW-037857-0007,"Ok, así que necesito piñas y jamón en el medio","Okay, so I need pineapples and ham in the middle",None
METALW-037857-0008,y en los grandes?,and the big ones?,None
METALW-037857-0009,y luego pepperoni y queso en los otros dos,and then pepperoni and cheese in the other two,None
METALW-037857-0010,"Ok, su total será de $20.22 ¿necesita más ayuda?","Okay, your total will be $20.22 need more help?",None
METALW-037858-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037858-0001,"Oye, necesito algo, y es muy importante.","Hey, I need something, and it's very important.",None
METALW-037858-0002,"Claro, ¿qué pasa?","Sure, what's going on?",None
METALW-037858-0003,Compruebe si tiene una cierta cobertura de pizza rara disponible.,Check if you have some rare pizza coverage available.,None
METALW-037858-0004,¿Cuál?,Which one?,None
METALW-037858-0005,"Sé que esto suena loco, pero ustedes tienen.... ¿peperoni?","I know this sounds crazy, but you guys have.... peperoni?",None
METALW-037858-0006,¡no!,No!,None
METALW-037858-0007,¡Lo sabía!,I knew it!,None
METALW-037858-0008,Salimos corriendo debido a nuestra reciente venta.,We ran out because of our recent sale.,None
METALW-037858-0009,¡Ustedes nunca lo tienen!,You never have it!,None
METALW-037858-0010,"Lo sé, lo siento.","I know, I'm sorry.",None
METALW-037858-0011,¡Gracias de todos modos!,Thanks anyway!,None
METALW-037859-0000,¿Cómo puedo ayudarle?,How can I help you?,None
METALW-037859-0001,"Hola puedes ayudarme, tengo una pregunta","Hi you can help me, I have a question",None
METALW-037859-0002,"Claro, ¿cuál es tu pregunta?","Sure, what's your question?",None
METALW-037859-0003,¿Tienes 3 pizzas diferentes?,Do you have 3 different pizzas?,None
METALW-037859-0004,Aparentemente sólo tenemos 1 disponible hoy.,Apparently we only have 1 available today.,None
METALW-037859-0005,¿por qué uno? Quiero 3 pizzas diferentes,Why one? I want 3 different pizzas,None
METALW-037859-0006,Estamos fuera de servicio.,We're off duty.,None
METALW-037859-0007,"Muy bien, ¿cuál es el sabor de la pizza que tienes?","All right, what's the taste of the pizza you got?",None
METALW-037859-0008,Sólo tenemos Macarrones y pizza de queso.,We only have Macaroni and cheese pizza.,None
METALW-037859-0009,Tendré esos dos.,I'll have those two.,None
METALW-037859-0010,Señaló que la entrega estará allí después de 30 segundos.,He noted that the delivery will be there after 30 seconds.,None
METALW-037860-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037860-0001,¿Puedes ayudarme con las pizzas?,Can you help me with the pizzas?,None
METALW-037860-0002,¿Cómo puedo ayudar?,How can I help?,None
METALW-037860-0003,¿Puedes recomendar 3 sabores?,Can you recommend 3 flavors?,None
METALW-037860-0004,¿Hay algún ingrediente específico o cobertura que esté buscando?,Are there any specific ingredients or coverage you're looking for?,None
METALW-037860-0005,"jamón, queso o pepperoni","ham, cheese or pepperoni",None
METALW-037860-0006,"Tenemos queso y pepperoni, pero no jamón","We have cheese and pepperoni, but no ham",None
METALW-037860-0007,¿Qué tal champiñones?,How about mushrooms?,None
METALW-037860-0008,Tenemos esos,We have those,None
METALW-037860-0009,¿Puedo comer 3 pizzas con ese sabor?,Can I eat 3 pizzas with that flavor?,None
METALW-037860-0010,Pondré la orden ahora. ¡Que tengas un buen día!,I'll put the order now. Have a nice day!,None
METALW-037861-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037861-0001,Quiero pedir tres pizzas,I want to order three pizzas,None
METALW-037861-0002,¿Qué tamaño de pizza quieres?,What size pizza do you want?,None
METALW-037861-0003,tres grandes,three big ones,None
METALW-037861-0004,¿Qué clase de cobertura quieres?,What kind of coverage do you want?,None
METALW-037861-0005,"El primero es ser un pepperoni, una salchicha y pepperoni, y un queso extra","The first is to be a pepperoni, a sausage and pepperoni, and an extra cheese",None
METALW-037861-0006,"¿Quieres tres pizzas grandes, un pepperoni, una salchicha y pepperoni, y un queso extra correcto?","Do you want three big pizzas, a pepperoni, a sausage and pepperoni, and an extra correct cheese?",None
METALW-037861-0007,correcto,correct,None
METALW-037861-0008,¿Quieres que los entreguen o recojan?,Do you want them delivered or picked up?,None
METALW-037861-0009,recogida por favor,pick-up please,None
METALW-037861-0010,Tus pizzas estarán listas en 25 minutos,Your pizzas will be ready in 25 minutes,None
METALW-037861-0011,ok genial. gracias,ok great. Thank you,None
METALW-037862-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037862-0001,¿Está abierto el restaurante Stefano's?,Is Stefano's restaurant open?,None
METALW-037862-0002,Sí,Yes,None
METALW-037862-0003,Me gustaría pedir una pizza desde allí,I'd like to order a pizza from there,None
METALW-037862-0004,qué tamaño,what size,None
METALW-037862-0005,Un plato grande y profundo,"A big, deep dish",None
METALW-037862-0006,lo que encabeza,what leads,None
METALW-037862-0007,Anchoas y piña,Anchovies and pineapple,None
METALW-037862-0008,Im lo siento anchoas no están disponibles,I'm sorry anchovies are not available,None
METALW-037862-0009,¿Qué tal sardinas tienes esas?,How about sardines you got those?,None
METALW-037862-0010,"Sí, lo son","Yes, they are.",None
METALW-037862-0011,"Bien, tomaré sardinas y piña","Okay, I'll have sardines and pineapple",None
METALW-037862-0012,pedido de pizza,pizza order,None
METALW-037863-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037863-0001,¿Tienen tomates secados al sol como cobertura de pizza?,Do you have sun-dried tomatoes as pizza toppings?,None
METALW-037863-0002,Déjame ver Oh no disponible,Let me see Oh unavailable,None
METALW-037863-0003,¿Qué tal los tomates normales?,How about regular tomatoes?,None
METALW-037863-0004,No disponible también,Not available too,None
METALW-037863-0005,¿Tienes salami?,Do you have salami?,None
METALW-037863-0006,No,No,None
METALW-037863-0007,"Está bien, no te pediré","All right, I won't ask you.",None
METALW-037863-0008,Bien,Not bad,None
METALW-037863-0009,Adiós,Good bye,None
METALW-037863-0010,Adiós,Good bye,None
METALW-037864-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037864-0001,"Hola, me gustaría pedir pizza por favor","Hello, I'd like to order pizza please",None
METALW-037864-0002,¿Qué pizza te gusta?,What pizza do you like?,None
METALW-037864-0003,¿Puedo pedirte tres pizzas diferentes? ¿Está bien?,Can I order you three different pizzas? It is ok?,None
METALW-037864-0004,¡Eso sería genial! ¿Qué son?,That would be great! What are they?,None
METALW-037864-0005,"Me gustaría un solo queso grande, un queso grande y pepperoni, y también me gustaría un gran supremo con pimientos, aceitunas y champiñones.","I would like a single large cheese, a large cheese and pepperoni, and I would also like a great supreme with peppers, olives and mushrooms.",None
METALW-037864-0006,¿Qué tal unas copas también?,How about a few drinks too?,None
METALW-037864-0007,"Sí, si es posible, me gustaría un 2 litros de coca, si no, entonces pepsi está bien","Yes, if possible, I'd like a 2 litre of coke, otherever, then pepsi is fine",None
METALW-037864-0008,"Bien, ¿algo más?","Well, anything else?",None
METALW-037864-0009,"¡Sí, también me gustaría asegurarme de que incluyas esos pequeños paquetes de pimientos también!","Yes, I'd also like to make sure you include those little packets of peppers too!",None
METALW-037864-0010,Se han añadido paquetes de pimientos.,Added pepper packs.,None
METALW-037865-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037865-0001,bot,bot,None
METALW-037865-0002,"Hola, soy PizzaBot, ¿cómo puedo ayudar?","Hi, I'm PizzaBot, how can I help?",None
METALW-037865-0003,¡Me gustaría pedir pizzas!,I'd like to order pizzas!,None
METALW-037865-0004,"Ok, ¿qué te gustaría?","Okay, what would you like?",None
METALW-037865-0005,"¿Puedo pedir uno grande con piña, uno pequeño con piña y un medio profundo con piña?","Can I order a big one with pineapple, a small one with pineapple and a deep half with pineapple?",None
METALW-037865-0006,"¡Entiendo! He añadido tres pizzas a su pedido: Una pizza de piña grande, una pizza de piña pequeña, y una pizza mediana de plato profundo con piña. ¿Alguna otra adición a su pedido?","I understand! I've added three pizzas to your order: a large pineapple pizza, a small pineapple pizza, and a medium deep plate pizza with pineapple. Any other additions to your order?",None
METALW-037865-0007,¿Puedo pedir piña a un lado?,Can I order pineapple aside?,None
METALW-037865-0008,"Claro, añadiendo ""lado de piña"" a su pedido. ¿Algo más que quieras añadir?","Sure, adding ""pineapple side"" to your order. Anything else you want to add?",None
METALW-037865-0009,"No tienes como una salsa de piña, ¿verdad?","You don't have like a pineapple sauce, do you?",None
METALW-037865-0010,"Tenemos salsa de piña disponible, ¿quieres que agregue esto a tu pedido?","We have pineapple sauce available, do you want me to add this to your order?",None
METALW-037865-0011,¿Podrías usarlo en la pizza en lugar de la salsa normal?,Could you use it on pizza instead of normal sauce?,None
METALW-037865-0012,¿Desea modificar todas las pizzas de su pedido con esta solicitud especial?,Do you want to modify all pizzas in your order with this special request?,None
METALW-037865-0013,Sí.,Yes.,None
METALW-037865-0014,"Lo tengo, pizzas en su pedido han sido modificadas con la solicitud especial ""reemplazar salsa para salsa de piña."" ¿Hay algo más que añadir al pedido?","I have it, pizzas in your order have been modified with the special request ""replace sauce for pineapple sauce."" Is there anything else to add to the order?",None
METALW-037865-0015,No. ¿Cuál es el precio total?,What's the total price?,None
METALW-037865-0016,Su total es de $35.67.,His total is $35.67.,None
METALW-037865-0017,Pagaré en efectivo.,I'll pay in cash.,None
METALW-037865-0018,"Ok, tu pedido estará listo en 30 minutos.","Okay, your order will be ready in 30 minutes.",None
METALW-037865-0019,Gracias PizzaBot!,Thank you PizzaBot!,None
METALW-037866-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037866-0001,Necesito pedir una pizza,I need to order a pizza,None
METALW-037866-0002,¿qué quieres en la pizza,What do you want on pizza,None
METALW-037866-0003,"queso, pep y chucrute","cheese, pep and sauerkraut",None
METALW-037866-0004,"lo siento, pero no tenemos pop pep","I'm sorry, but we don't have pop pep",None
METALW-037866-0005,De acuerdo. enfermos tienen piña en su lugar,I agree. sick have pineapple in place,None
METALW-037866-0006,"lo siento, pero eso no está disponible","I'm sorry, but that's not available",None
METALW-037866-0007,¿qué tal tocino,How about bacon,None
METALW-037866-0008,"Tengo una pizza con queso, tocino y salchichas","I have a pizza with cheese, bacon and sausages",None
METALW-037866-0009,correcto,correct,None
METALW-037866-0010,en caso de que lo ordene,in case you order it,None
METALW-037866-0011,Sí,Yes,None
METALW-037867-0000,¿Cómo puedo ayudarle?,How can I help you?,None
METALW-037867-0001,"Necesito ayuda, es el tofu de cobertura disponible.","I need help, it's the cover tofu available.",None
METALW-037867-0002,"Siento informarle, pero actualmente estamos fuera de tofu.","I'm sorry to inform you, but we're currently out of tofu.",None
METALW-037867-0003,"Ok, ¿qué tipo de opciones veganas tienes?","Okay, what kind of vegan options do you have?",None
METALW-037867-0004,"Tenemos champiñones, pimientos, cebollas.","We have mushrooms, peppers, onions.",None
METALW-037867-0005,¿Champiñones enlatados o frescos?,Canned or fresh mushrooms?,None
METALW-037867-0006,"Sólo los mejores, usamos champiñones frescos.","Only the best, we use fresh mushrooms.",None
METALW-037867-0007,"Es genial saber, pasaré por aquí.","It's great to know, I'll stop by.",None
METALW-037867-0008,"Bien, esperamos con ansias su negocio.","Well, we're looking forward to your business.",None
METALW-037867-0009,Gracias.,Thank you.,None
METALW-037867-0010,¡De nada!,You are welcome!,None
METALW-037868-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037868-0001,Quiero pedir una pizza de Stefano's,I want to order a pizza from Stefano's,None
METALW-037868-0002,De acuerdo,I agree,None
METALW-037868-0003,¿Puedo conseguir un plato profundo grande con pepperoni salchicha y champiñones?,Can I get a big deep plate with pepperoni sausage and mushrooms?,None
METALW-037868-0004,No tenemos salchichas,We don't have sausages.,None
METALW-037868-0005,"Bueno, ¿tienes carne de res en su lugar?","Well, do you have beef in place?",None
METALW-037868-0006,Sí,Yes,None
METALW-037868-0007,Úsalo entonces,Use it then,None
METALW-037868-0008,"Está bien, todo listo. ¿Recogida o entrega?","All right, all set. Pick-up or drop-off?",None
METALW-037868-0009,Entrega para 121 Johnson Street,Delivery for 121 Johnson Street,None
METALW-037868-0010,"Ok, hecho","Okay, done",None
METALW-037869-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037869-0001,Hola me gustaría pedir una pizza,Hi I'd like to order a pizza,None
METALW-037869-0002,"Claro, ¿qué tamaño de pizza te gustaría?","Sure, what size pizza would you like?",None
METALW-037869-0003,grande,big,None
METALW-037869-0004,¿Y qué ingredientes te gustaría en tu pizza?,And what ingredients would you like in your pizza?,None
METALW-037869-0005,"Me gustaría tener piña, cebollas rojas y atún","I'd like to have pineapple, red onions and tuna",None
METALW-037869-0006,"Lo siento, las cebollas rojas no están disponibles como cobertura hoy.","I'm sorry, red onions aren't available as topping today.",None
METALW-037869-0007,No. ¿Tienes cebolla verde?,Do you have a green onion?,None
METALW-037869-0008,Hay cebollas verdes disponibles.,Green onions are available.,None
METALW-037869-0009,Impresionante voy a tener que en su lugar,Awesome I'll have to instead,None
METALW-037869-0010,"Ok, tu pizza costará $14.95. ¿Te gustaría recogerlo o que lo entreguen?","Okay, your pizza will cost $14.95. Would you like to pick it up or have it delivered?",None
METALW-037869-0011,entregado,devoted,None
METALW-037870-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037870-0001,¿Puedes ayudarme a pedir pizza?,Can you help me order pizza?,None
METALW-037870-0002,"Sí, puedo. ¿De qué tamaño es la pizza?","Yes, I can. How big is the pizza?",None
METALW-037870-0003,Quiero un medio,I want a medium,None
METALW-037870-0004,¿Qué clase de corteza te gustaría?,What kind of bark would you like?,None
METALW-037870-0005,pesado,heavy,None
METALW-037870-0006,¿Qué ingredientes te gustaría?,What ingredients would you like?,None
METALW-037870-0007,"piña, tocino y jamón","pineapple, bacon and ham",None
METALW-037870-0008,Estoy demostrando que actualmente están sin piña. ¿Quieres algo más?,I'm proving they're currently pineapple-free. Anything else you want?,None
METALW-037870-0009,sustituto en pimientos verdes,substitute in green peppers,None
